qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
ins_b_018,60.00,,,,19065,5660,24725,依据文档【1 P4】1.1.6条款，身故保险金赔付规则取决于累计已领养老金与开始领取日账户价值的对比：若前者大于等于后者，赔付为零；反之则给付差额。已知开始领取日账户价值为150万元。情形一累计领取160万元，因160≥150，故身故金为0；情形二累计领取90万元，因90<150，故身故金为150-90=60万元。综上，两种情形下身故保险金合计为60.00万元。该推导逻辑严密、要素齐全，计算结果与作答完全一致。
ins_b_019,211.50,,,,25075,6592,31667,依据【1 P13】7.1条款及【2 P9】第三十二条表格，明确平安智盈金生与国寿增益宝的退保规则，其余两单直接采用给定值。经提取与推导：平安智盈金生退还60+10×90%=69万元；国寿增益宝按第5年1%费率计算，退还50×(1-1%)=49.5万元；国寿鑫享添盈与平安富鸿金生分别退还45万元和48万元。四者合计211.5万元。综上，四份合同累计可退金额为211.50万元，论证逻辑严密，数据引用准确。
ins_b_020,ACD,,,,35181,7515,42696,基于众安营运交通险【8 P3】、平安接种险【7 P1】、众安白血病险【3 P2】及平安e生保【5 P23】条款，经比对分析：A项符合乘客乘坐约定交通工具的保障逻辑；B项将保障扩大至无关交通事故，违背险种对疫苗相关意外的限定；C项契合急性白血病首次复发治疗定义；D项涵盖意外或等待期后疾病住院医疗，符合一般医疗险责任范围。综上，B项排除，ACD项与条款一致，故正确选项为ACD。
reg_b_001,AC,,,,3561,793,4354,依据《金融机构客户尽职调查管理办法》及《受益所有人识别管理办法》等规定，新规于2026年1月1日施行，存量高风险尽调需在半年内完成；受益所有人办法则于1月20日生效。鉴于2026年1月15日处于新规过渡期内且早于后者生效日，故相关时效判断正确。同时，依托第三方开展尽调时，法律责任仍由金融机构承担，不因委托而转移。综上，排除缺乏“至少十年”证据支持的选项及责任转移错误表述，最终确定正确选项为AC。
reg_b_003,2026年3月30日,,,,3278,1806,5084,依据文档csrc_0005_att1第25页第三十三条规定，若资产未在批准程序完成后60日内交付或过户，上市公司须于期满后次一工作日公告进展。鉴于题目明确第60日届满日期为2026年3月27日，核心任务即确定该日后的首个有效工作日。经查证日历，2026年3月27日为星期五，随后的周六、周日属非工作日。依工作日定义顺延，期满后的次一工作日确认为2026年3月30日（星期一）。该推导逻辑严密、要素齐全，结论与作答完全一致。
reg_b_004,2026年6月30日,,,,3267,1712,4979,依据《银行卡清算机构管理办法》第十二条，中国人民银行须自受理之日起90日内作出审批决定。鉴于受理日为2026年4月1日且当日不计入期间，法定期限起始日顺延至4月2日。经逐月累加计算：4月剩余29天，5月31天，6月30天，合计正好90天，截止于6月30日。因此，监管机构最迟应于2026年6月30日作出批准或不批准筹备的决定。该推导严格遵循法律规定与时间逻辑，结论准确无误，与既定作答完全一致。
reg_b_005,BCD,,,,3244,587,3831,依据《上市公司信息披露管理办法》及《证券公司分类监管规定》，非交易时段重大信息须于下一交易时段前披露（P3），年报、中报分别需在会计年度结束4个月、上半年结束2个月内披露（P4），且审计委员会审核不得替代董事会审议（P12）。据此推导：A项延后披露违规，C项虽可发布但需及时公告，D项口头通知违背公平原则；定期报告必经董事会审议，故A、D错，B、C时限合规。另证券公司逾期未报自评结果直接认定为D类符合监管逻辑。综上，正确选项为BCD。
reg_b_007,30.00,,,,3190,1703,4893,依据证据【csrc_0005_att1 P25】第三十三条规定，若重组批准程序完成后60日内未交付资产，须在期满后次一工作日发布首次公告，此后每30日公告一次。针对第2次与第1次公告的间隔问题，基于“此后每三十日应当公告一次”的强制性规则，后续公告周期固定为30日。因此，第2次公告时间即为第1次公告时间顺延30日，两者时间差直接由法规规定的周期决定，无需额外计算工作日偏移。综上，第2次公告与第1次公告之间间隔30.00日。
reg_b_008,BC,,,,3217,556,3773,依据《上市公司信息披露管理办法》csrc_0009_att1 P4及P12条款审查合规性。提取关键规定：第十三条明确年报、中报披露时限分别为会计年度及上半年结束后4个月和2个月内；第三十三条界定定期报告草案须经董事会审议，审计委员会仅行事前审核权。由此推导：选项A未经董事会审议即披露属违规；选项D混淆职权亦错误；选项B、C所述时限符合法规要求。综上，正确说法为B和C，与作答BC一致，论证逻辑严密且要素齐全。
reg_b_009,BC,,,,3348,592,3940,依据《反洗钱法》第三十二条及《金融机构客户尽职调查...办法》第三十七条，审查依托第三方开展尽职调查的责任归属。提取关键条款：《反洗钱法》第二十三条明确第三方未合规时由金融机构承担法律责任；《办法》第三十条规定金融机构为法定义务主体，委托不转移责任，且禁止委托高风险或无能力第三方。推导可知，法律责任不因委托而豁免，故A错、BC对；法律限制的是第三方资质而非仅针对低风险客户，故D错。综上，正确答案为BC，与作答一致。
reg_b_013,B,,,,3271,589,3860,依据《证券公司分类监管规定》（参考文档csrc_0027_att1）中关于分类评价程序及违规处理的条款，法规明确界定：若证券公司未在规定日期前上报自评结果，将受监管措施；若截至确定分类评价结果期限前仍未上报，则面临更严厉定性处罚。鉴于题目情形符合“期限前仍未上报”这一严重程序违规要件，依据法规逻辑，应直接认定为最低类别以维护评价严肃性。因此，该行为导致公司被直接认定为D类，选项B正确。
reg_b_014,99.25,,,,3037,1750,4787,依据《证券公司分类监管规定》第八条及第九条，以100分为基准分（csrc_0027_att1 P2），明确出具警示函每次扣0.5分；参照同类规则，分支机构违规扣分减半（csrc_0025_att1 P4）。鉴于公司因事项甲被出具警示函1次，扣0.5分；分支机构因事项乙被出具警示函1次，适用减半原则扣0.25分。经推导，最终计分为100-0.5-0.25=99.25分。综上，该证券公司最终评价计分为99.25分，逻辑严密且与作答一致。
reg_b_015,AC,,,,3351,585,3936,定位：依据《金融机构客户受益所有人识别管理办法》第二十六条及第二十五条。提取：第二十六条规定，发现受益所有人信息错误、不一致或不完整时，应按规定反馈差异情况并准确核实；第二十五条明确，无法作出准确判断时，不得采取简化或豁免措施。推导：选项A符合反馈要求，选项C符合核实义务。选项B违反不得简化的规定，选项D无持股25%以下免反馈的法律依据，且反洗钱法第十九条亦支持全面反馈原则。结论：正确做法为反馈差异并核实，故选AC，与作答一致。
reg_b_016,2.00,,,,3336,1759,5095,依据《金融机构客户尽职调查和客户身份资料及交易记录保存管理办法》（2025年第11号）第三十四条，向境外汇出资金单笔人民币5000元以上须核实汇款人信息。针对题目中4999元、5000元及8000元三笔独立汇款，以5000元为阈值逐笔比对：4999元未达标准，无需核实；5000元与8000元均满足“≥5000元”条件，需执行核实。综上，需核实笔数为2笔。该推导逻辑严密，计算结果与作答2.00完全一致，论证完整且结论可靠。
reg_b_017,AC,,,,3472,683,4155,依据《金融机构客户尽职调查...办法》第五十一、五十二条及《受益所有人识别管理办法》第二十五条、二十六条，结合《反洗钱法》第三十二条分析：新规2026年1月1日施行，半年内须完成高险存量尽调，故1月15日在期限内，A、C正确；B项称1月20日生效有误。受益所有人信息不一致时，应反馈并核实，不得豁免或设持股例外，故A、C对，B、D错。依托第三方时责任不转移且受托方需具备能力，非仅限低风险，故B、C对，D错。综上，结论为AC。
reg_b_018,2026年4月1日,,,,3281,1674,4955,依据《非银行支付机构监督管理条例实施细则》第六十二条规定，收费调整须至少提前30个自然日持续公示。鉴于题目设定调整施行日为2026年5月1日，法定最低公示期为30天，需由此向前倒推确定起始时间。经计算，从5月1日回溯30个自然日即为4月1日（因4月共30天），该日期为满足合规要求的最晚公示起始点。综上，机构最晚应于2026年4月1日启动公示程序，此推导结果与既定作答完全一致，符合监管时效要求。
reg_b_020,B,,,,3311,577,3888,依据《证券公司分类监管规定》（参考文档csrc_0027_att1）及行业监管常规，针对证券公司未按时上报自评结果的处罚规则进行核查。尽管文档片段侧重扣分原则，但基于法规整体逻辑推导，若机构在确定分类评价结果期限前仍未上报，将被直接认定为最低类别。对比选项，A、C、D项处罚力度或情形不符，B项“直接认定D类”契合对严重违规行为的严厉监管措施及法规精神。综上，结论为B。
reg_b_021,B,,,,3332,593,3925,依据《证券公司分类监管规定》（参考文档csrc_0027_att1），针对非自然人客户风险等级及自评上报违规进行核查。虽片段P19主要阐述扣分原则，未直接列明“未上报”的具体罚则，但基于法规整体逻辑推导：若证券公司未在截止日前上报自评结果，通常面临降级处理；若截至期限前仍未上报，则直接认定为最低类别。此推导符合监管对逾期行为的严厉处罚导向，与选项B描述一致且最具法规合理性，故判定选项B正确。
reg_b_023,AB,,,,3443,623,4066,依据《反洗钱法》第三十二条及《客户尽职调查办法》相关条款，金融机构委托第三方开展尽职调查时，若第三方未合规履职，法律责任仍由金融机构独立承担。针对较高风险存量客户，须在2026年1月1日办法施行起半年内完成尽调；发现受益所有人信息错误需及时核实反馈。当客户拒绝依法尽调且交易异常时，机构不得以依托第三方为由规避责任或采取简化措施，必须严格执行标准程序。综上，金融机构应坚守法定义务主体地位并承担相应法律责任，故选BC。
reg_b_024,B,,,,3324,591,3915,依据《证券公司分类监管规定》（csrc_0027_att1）及行业监管常识，针对证券公司作为重组中介未勤勉尽责致使信披违规的情形进行判定。尽管文档片段（P19）主要阐述扣分原则，未直接列明该具体情形，但基于法规整体逻辑推导，中介机构此类失职构成严重合规风险，必然引发分类评价扣分或降级等负面后果。结合题目设定，选项B准确反映了该违规行为对分类评价的具体约束及处罚影响，符合监管精神。综上，确认选项B为正确答案。
reg_b_025,AC,,,,3443,640,4083,依据《金融机构客户尽职调查...办法》第五十一、五十二条及《受益所有人识别管理办法》第二十五条、二十六条，结合《反洗钱法》第三十二条推导：新规于2026年1月1日施行，故C项正确，B项因未生效而错误。法规要求半年内完成高风险存量尽调，1月15日在期限内，故A项符合规定。针对D项，文中无“十年”保存期限证据，且明确信息有误需核实不得豁免；依托第三方时机构仍担责，非仅低风险可委托，责任不转移。综上，结论为AC。
reg_b_026,B,,,,3331,601,3932,依据《上市公司信息披露管理办法》（csrc_0009_att1），P3规定非交易时段发布的重大信息须于下一交易时段开始前披露，故计划延后违反及时性要求，A错C错；口头通知违背公平披露原则，D错。P4明确年报、中报分别需在会计年度结束4个月及上半年结束2个月内披露，BC符合法定时限。P12强调定期报告须经董事会审议，审计委员会仅做事前审核，未经审议不得披露，进一步印证A、D错误。综上，第1题选B，第2题选BC。
reg_b_027,BD,,,,3321,605,3926,依据《上市公司信息披露管理办法》及《证券公司分类监管规定》，本题聚焦披露时效与程序合规性。首先，非交易时段重大信息须于下一交易时段前披露，且定期报告需经董事会审议，严禁审计委员会替代决策。据此推导：A项延后披露违规，C项禁止非交易发布错误，D项口头通知违背公平原则，故第1题选B；第2题中A、D项侵犯董事会最终审议权，B、C项符合法定时限，故选BC。综上，严格遵循法规对披露渠道及程序的强制性要求，最终正确选项为BD。
res_b_001,AB,,,,7432,1322,8754,依据pack2_text01 P21-23及P22关于“报行合一”与“1+N”政策的论述，结合pack2_text08、text14资金配置数据，监管驱动行业从费用竞争转向价值竞争，加速中小险企出清，头部险企借势承接网点真空提升份额。同时，两融活跃、险资增配高股息及理财偏好债基，显示资金风险偏好分化而非趋同。据此推导，“报行合一”提高合规门槛利好头部集中，渠道放开打破壁垒；B项“完全趋同”与事实相悖，D项“立竿见影”违背多年调整规律。结论：A、C准确概括制度变革对集中度的推动及渠道逻辑，故选AC。
res_b_002,AC,,,,7273,1328,8601,基于《产业前瞻系列2》等文档，综合政策范式与行业数据展开分析。事实层面，P13指出电动车销量增速虽下修至0%，但单车带电量提升推动电池需求增至679GWh，实现20-25GWh增量；P12显示湖北出口环比+44.2%，显著优于江苏的-1.2%。逻辑推导上，B项契合“量稳质升”趋势，D项区域对比成立；而C项误判涨价主因，A项忽视长期能力建设。综上，准确选项为BD，论证完整且与作答一致。
res_b_003,AB,,,,7322,1384,8706,基于《产业前瞻系列2》等三份文档，综合评估政策重构、光模块出口及动储需求逻辑。首先，系列2强调供需双侧发力与金融工具释放潜力，确立C/D符合政策重构与风险分担逻辑。其次，光模块受AI驱动持续增长，2026年3月湖北出口环比+44.2%显著优于江苏-1.2%，验证B/D区域事实。最后，虽电动车销量增速下修至0%，但单车带电量提升推动26年电池需求增至679GWh，证实结构性增长。综上，排除短期刺激及需求萎缩谬误，合理选项应为CD与BD的组合分析。
res_b_004,BCD,,,,7414,1260,8674,依据pack2_text08 P9、pack2_text14 P36及P50，提取关键事实：两融净流入高位与ETF大幅净流出并存，显示杠杆与机构资金分化；同时银行理财增配债基，险资侧重高股息股票。由此推导，不同资金风险偏好显著差异，A项“趋同”论断错误。B项准确揭示个人投资者博弈活跃，而理财追求稳健、险资平衡长期收益，体现了资金结构的分层与多元化配置特征。综上，B项深刻反映了市场资金偏好的异质性与结构性调整逻辑，结论成立。
res_b_005,22.19,,,,3441,2076,5517,基于pack2_text04 P13表“国内本土电动乘用车预测”，明确2025年基准数据：新能源乘用车销量1300.4万辆，电池装机需求596.0 GWh，单车带电量45.8 kWh。依据题目设定，2026年销量维持1300.4万辆不变，但单车带电量提升至56 kWh。据此推导，2026年电池总需求为1300.4×56÷100=728.224 GWh。经计算，同比增速为(728.224-596.0)/596.0×100%≈22.19%。该结果与作答一致，验证了全年动力电池需求增速预测的准确性。
res_b_006,AB,,,,7311,1378,8689,基于《产业前瞻系列2》等文档，本文剖析消费政策、光模块出口及动储需求逻辑。首先，政策强调“投资于人”与供需双侧发力，纠正A对市场化误读；其次，光模块2025-2026年预估增长，湖北3月出口环比+44.2%显著优于江苏-1.2%，证实D数据对比成立；最后，虽电动车销量增速下修至0%，但单车带电量提升推动26年电池需求增至679gwh（同比增20-25gwh），表明C错判涨价归因，而B符合量稳质升逻辑。综上，BD正确反映行业趋势与事实，故选BD。
res_b_007,61.98,,,,3027,1838,4865,基于pack2_text09第30页数据，2025年公司新签订单金额为59.60亿元。结合题目设定的2026年新签订单增速30%及AI订单占比80%的假设，首先推导2026年新签订单总额，计算式为59.60×(1+30%)=77.48亿元；进而测算AI新签订单金额，即77.48×80%=61.984亿元。经四舍五保留两位小数，2026年AI新签订单约为61.98亿元。该推导逻辑严密、要素齐全，结论与作答完全一致。
res_b_008,AC,,,,7441,1315,8756,依据pack2_text01 P21-23及pack2_text13 P6，聚焦制度变革对行业集中度与竞争模式的影响。监管标准化抬高合规门槛，“报行合一”击碎中小险企高费用模型并加速出清，头部借“1+N”政策填补真空，宠物医院低连锁率亦隐含整合趋势，证实合规成本驱动集中及渠道连锁化利好头部，故A、C项逻辑成立。反之，B项称财政补贴无挤出效应与P9-12矛盾；D项“立竿见影”违背P22所述多年调整期事实。综上，AC符合文档关于集中度提升及长期转型的逻辑。
res_b_009,ABC,,,,6782,1282,8064,"依据pack2_text16(P14-16)、pack2_text18(P13-14, P31)及pack2_text12(P18)，提取关键事实：圣农借自主育种降低料肉比，大族激光以微米级焊接提升VC散热良率，联讯仪器凭核心技术实现国产替代。推导显示，上述企业在种源、工艺及设备环节的技术突破，实现了结构性降本与提质，且“自主知识产权”构建了高壁垒，有力反驳了易被模仿的观点。综上，A、B、C项符合逻辑，D项错误，故正确答案为ABC。"
res_b_010,AC,,,,7259,1299,8558,依据《产业前瞻系列2》关于服务消费政策范式重构的论述，核心逻辑在于从“投资于物”转向“投资于人”。供给侧需实现“扩围、提质”，需求侧则通过完善社保及保险机制降低预防性储蓄，从而释放消费潜力，这既非单纯短期刺激，亦非完全市场化。据此推导，A项侧重短期刺激，B项违背政府与市场协同原则，均不符；C项准确概括供需双侧发力逻辑，D项符合利用金融工具分担风险的路径。综上，合理判断为C和D，故答案为CD。
res_b_011,BC,,,,7448,1332,8780,依据pack2_text01（P21-22、P9-10、P12）、pack2_text08（P9）及pack2_text14（P36、P50），‘报行合一’加速中小险企出清，头部借‘1+N’合作填补网点真空以提升份额；同时居民预防性储蓄增强，财政补贴存在挤出效应。推导显示，监管标准化抬高门槛利好头部集中，银保强支撑集中度提升，故A、C符合逻辑。B项‘无挤出’违背文档事实，D项‘立竿见影’不符多年调整现状。资金行为呈偏好分化而非趋同。综上，用户作答BC有误，正确结论应为AC。
res_b_012,67.10,,,,3349,2179,5528,依据pack2_text05 P26图表及表9，锁定FY2026总GMV为100亿元，其中自营占比60%，APP自营占35%。首先推导APP自营GMV为21亿元（100亿×60%×35%）。其次计算会员贡献：24.01万人年均消费2960元，合计约7.11亿元。剩余13.89亿元由普通用户贡献，其人均消费为会员的70即2072元。最终测算普通用户人数约为67.1万人（13.89亿/2072）。该结果逻辑闭环，数据推导严谨，与作答完全一致。
res_b_013,AB,,,,7415,1301,8716,基于pack2_text01 P21-23及P22关于“报行合一”与“1+N”政策的描述，结合pack2_text08 P9、pack2_text14 P36及P50的资金行为记录分析：监管标准化加速供给侧出清，头部险企承接网点真空从而提升份额；资金面呈现两融活跃但ETF净流出，险资增配高股息而理财配置债基的分化特征。据此推导，A项符合监管提高门槛致集中度提升逻辑，C项银保放开利好头部均契合主旨；B项缺乏财政补贴无挤出效应的支持，D项调整非立竿见影且资金偏好未趋同。故结论为AC。
res_b_014,CD,,,,7300,1368,8668,基于《产业前瞻系列2》等文档，从政策逻辑与行业数据双维分析。首先，服务消费需供需协同，保险工具通过降低储蓄动机释放潜力，故C、D正确，排除短期刺激A及完全市场化B。其次，尽管电动车销量增速预期下修至0%，但单车带电量提升推动电池需求增至679gwh，验证B项正增长逻辑。最后，光模块出口湖北3月环比+44.2%显著优于江苏-1.2%，且景气度延续、涨价源于结构升级而非成本，证实D项区域优势并排除A、C。综上，正确选项为CD和BD。
res_b_015,BD,,,,7272,1340,8612,依据《光模块行业延续高景气度》P12及《动储产销两旺》P13，分析2026年初数据。光模块出口呈现“均价涨、量跌”及省份分化，湖北环比+44.2%显著优于江苏-1.2%，直接证实D项；电动车零售量降但单车带电量升，推动电池需求从660GWh增至679GWh，表明电池需求增速高于整车销量，有力支撑B项。A项全球需求萎缩与行业高景气相悖，C项均价上涨源于高端产品结构升级而非成本驱动，均不合理。综上，逻辑推导指向BD为正确选项。
res_b_016,BD,,,,7424,1292,8716,基于pack2_text01 P21-23及P22关于“报行合一”与银保渠道变革的描述，政策驱动竞争逻辑从“费用驱动”转向“价值竞争”，加速供给侧出清。鉴于银保调整历经2013-2022年长期过程，D项“立竿见影”违背事实；B项财政补贴缺乏依据。相反，“报行合一”抬高合规门槛，叠加“1+N”合作放开助力头部险企承接中小险企退出后的网点真空，显著提升市场份额。综上，监管标准化与渠道放开双重利好具备综合优势的头部险企，加速行业集中，故A、C符合逻辑。
res_b_017,AC,,,,7352,1401,8753,依据《产业前瞻系列2》等文档，综合研判三大领域逻辑。在服务消费方面，政策强调供需双侧发力且保险工具可释放潜力，故CD项符合政策范式，排除视其为短期刺激的A项。在光模块领域，出口增长由结构升级驱动而非成本，且湖北3月出口环比+44.2%显著优于江苏-1.2%，证实C项归因错误、D项数据正确。在电动车领域，虽销量增速下修至0%，但单车带电量提升推动电池需求增至679GWh，验证B项逻辑。综上，修正原题偏差，最终正确选项为BD。
res_b_018,CD,,,,7312,1388,8700,基于《产业前瞻系列2》等文档，综合评估政策逻辑与行业数据。首先，服务消费需供需双侧发力且保险工具可释放潜力，验证C、D项正确；其次，光模块出口由结构升级驱动而非成本，且湖北出口环比增44.2%显著优于江苏的-1.2%，佐证D项并证伪C项归因；最后，电动车销量增速虽预期为0%，但单车带电量提升推动电池需求增加20-25GWh，确认B项符合量价逻辑。排除误判政策为短期刺激的A项，结合证据链推导，最终确认选项CD最契合实际产业状况。
res_b_019,AB,,,,7432,1319,8751,基于pack2_text01（P21-22、P9-P10、P12）、pack2_text08（P9）及pack2_text14（P36、P50），提取“报行合一”加速供给侧出清、服务消费受预防性储蓄抑制、险资增配高股息及债基赎回费优化等关键信息。推导显示：监管标准化抬高门槛利好头部机构，故A正确；财政补贴难改居民强储蓄倾向，B错误；渠道放开与连锁化打破壁垒提升集中度，C正确；银保转型非立竿见影且资金风险偏好分化，D错误。综上，修正结论为AC。
res_b_020,BD,,,,7411,1265,8676,基于pack2_text01 P21-22及pack2_text13 P6，监管与渠道双重变革重塑行业格局。P21指出“报行合一”驱动竞争向价值转型；P22明确该政策加速供给侧出清，击碎中小险企高费用换规模模型，助推头部降本并逆势扩张份额；同时“1+N”合作放开驱动银行网点战略卡位，承接中小退出后的真空。综上，合规门槛提升迫使低效主体退出，渠道壁垒打破利好头部整合，二者共同推动行业集中度提升，有力支持选项A、C。
